Nama_File,Drive_ID,Link_Drive
guru_5_Buku Panduan Guru Pendidikan Agama Hindu dan Budi Pekerti untuk SD Kelas V.pdf,1wNkp8CXNMVwl9WRqkcarwl1k5HyDc9QO,https://drive.google.com/file/d/1wNkp8CXNMVwl9WRqkcarwl1k5HyDc9QO/view?usp=drivesdk
guru_5_Buku Panduan Guru Pendidikan Agama Buddha dan Budi Pekerti untuk SD Kelas V.pdf,1_kW7cUK-KAFCmVV-V7n_gVh03cgfZww6,https://drive.google.com/file/d/1_kW7cUK-KAFCmVV-V7n_gVh03cgfZww6/view?usp=drivesdk
guru_5_Buku Panduan Guru Matematika untuk SDMI Kelas V.pdf,1Z7GxYezl3i42oj4sb6r1zgf73s6WCOxC,https://drive.google.com/file/d/1Z7GxYezl3i42oj4sb6r1zgf73s6WCOxC/view?usp=drivesdk
guru_4_Panduan Guru Seni Teater untuk SDMI Kelas IV (Edisi Revisi).pdf,1F0EN7m5VyXHSzc3-ZMcivLvlvXEmNgUK,https://drive.google.com/file/d/1F0EN7m5VyXHSzc3-ZMcivLvlvXEmNgUK/view?usp=drivesdk
guru_4_Panduan Guru Bahasa Inggris English for Nusantara Kids untuk SDMI Kelas IV.pdf,1nI4k5kyVqrIWMIZVbyM-zpQ7AV6a4W21,https://drive.google.com/file/d/1nI4k5kyVqrIWMIZVbyM-zpQ7AV6a4W21/view?usp=drivesdk
guru_4_Panduan Guru Seni Tari untuk SDMI Kelas IV (Edisi Revisi).pdf,1hIHJo-7gBY9iGWTR_t5ioXT9AXPUbP_X,https://drive.google.com/file/d/1hIHJo-7gBY9iGWTR_t5ioXT9AXPUbP_X/view?usp=drivesdk
guru_4_Panduan Guru Seni Rupa untuk SDMI Kelas IV (Edisi Revisi).pdf,1Zbm5fvhesCJxHlvgVyDUtvKON5dDVNAX,https://drive.google.com/file/d/1Zbm5fvhesCJxHlvgVyDUtvKON5dDVNAX/view?usp=drivesdk
guru_4_Panduan Guru Seni Musik untuk SDMI Kelas IV (Edisi Revisi).pdf,1BLQOWQZDM5fg56E6nZcAFwUk9tlSliy0,https://drive.google.com/file/d/1BLQOWQZDM5fg56E6nZcAFwUk9tlSliy0/view?usp=drivesdk
guru_4_Panduan Guru Pendidikan Pancasila untuk SDMI Kelas IV.pdf,16yMWnRevpbFVx3OMH-EcikZW_5ENUjmW,https://drive.google.com/file/d/16yMWnRevpbFVx3OMH-EcikZW_5ENUjmW/view?usp=drivesdk
"guru_4_Panduan Guru Pendidikan Jasmani, Olahraga, dan Kesehatan untuk SDMI Kelas IV.pdf",16dKSHfl4Xa8IHufLdIQq0bw49oxtsFXR,https://drive.google.com/file/d/16dKSHfl4Xa8IHufLdIQq0bw49oxtsFXR/view?usp=drivesdk
guru_4_Panduan Guru Ilmu Pengetahuan Alam dan Sosial untuk SDMI Kelas IV (Edisi Revisi).pdf,14uI3B0xW7MFt2tLoiqvOxuLUrJIs_ztX,https://drive.google.com/file/d/14uI3B0xW7MFt2tLoiqvOxuLUrJIs_ztX/view?usp=drivesdk
guru_4_Buku Panduan Guru Pendidikan Kepercayaan Terhadap Tuhan Yang Maha Esa dan Budi Pekerti untuk SD Kelas IV.pdf,1IIEvc9hMEreoRI-XCZYZe0qxKiKZqqI9,https://drive.google.com/file/d/1IIEvc9hMEreoRI-XCZYZe0qxKiKZqqI9/view?usp=drivesdk
guru_4_Buku Panduan Guru Pendidikan Agama Kristen dan Budi Pekerti untuk SD Kelas IV.pdf,1lTcQdVmPBGNcmix9bG3lSy8dp2bdAxEJ,https://drive.google.com/file/d/1lTcQdVmPBGNcmix9bG3lSy8dp2bdAxEJ/view?usp=drivesdk
guru_4_Buku Panduan Guru Pendidikan Agama Khonghucu dan Budi Pekerti untuk SD Kelas IV.pdf,1Mbu3a-W_6fn2vaCWgSYXXPkM46h6r6J_,https://drive.google.com/file/d/1Mbu3a-W_6fn2vaCWgSYXXPkM46h6r6J_/view?usp=drivesdk
guru_4_Buku Panduan Guru Pendidikan Agama Katolik dan Budi Pekerti untuk SD Kelas IV.pdf,1ytW7a_H8J-4dg42WvegDpIBOy0wRKCzV,https://drive.google.com/file/d/1ytW7a_H8J-4dg42WvegDpIBOy0wRKCzV/view?usp=drivesdk
guru_4_Buku Panduan Guru Pendidikan Agama Islam dan Budi Pekerti untuk SD Kelas IV.pdf,1uIshwJr3yatiBHVShvCL_82IUjFOkmav,https://drive.google.com/file/d/1uIshwJr3yatiBHVShvCL_82IUjFOkmav/view?usp=drivesdk
guru_4_Buku Panduan Guru Pendidikan Agama Hindu dan Budi Pekerti untuk SD Kelas IV.pdf,1t0QOfJ38oYTWQiqedbMpHdQyMPLk_VlB,https://drive.google.com/file/d/1t0QOfJ38oYTWQiqedbMpHdQyMPLk_VlB/view?usp=drivesdk
guru_4_Buku Panduan Guru Pendidikan Agama Buddha dan Budi Pekerti untuk SD Kelas IV.pdf,14x1U3yMEYb-yOLm8d-1a0XDu20An1J-I,https://drive.google.com/file/d/14x1U3yMEYb-yOLm8d-1a0XDu20An1J-I/view?usp=drivesdk
guru_3_Panduan Guru Pendidikan Pancasila untuk SDMI Kelas III.pdf,1tVDytCwJeyOvt3IttLETXXLgcyOZXQbf,https://drive.google.com/file/d/1tVDytCwJeyOvt3IttLETXXLgcyOZXQbf/view?usp=drivesdk
guru_3_Panduan Guru Ilmu Pengetahuan Alam dan Sosial untuk SDMI Kelas III (Edisi Revisi).pdf,1LVSAg6qK7g8uoX94hK5xVKpzxDrsRsqa,https://drive.google.com/file/d/1LVSAg6qK7g8uoX94hK5xVKpzxDrsRsqa/view?usp=drivesdk
guru_3_Panduan Guru Bahasa Inggris English for Nusantara Kids untuk SDMI Kelas III.pdf,1NJntogsiPp5CH3QlEVSkUCQEfsUUY7Ii,https://drive.google.com/file/d/1NJntogsiPp5CH3QlEVSkUCQEfsUUY7Ii/view?usp=drivesdk
guru_3_Buku Panduan Guru Pendidikan Agama Hindu dan Budi Pekerti untuk SD Kelas III.pdf,1ffkTvKLYp9WxzKGyLbVxSOaCZOLbSGXn,https://drive.google.com/file/d/1ffkTvKLYp9WxzKGyLbVxSOaCZOLbSGXn/view?usp=drivesdk
guru_3_Buku Panduan Guru Pendidikan Agama Khonghucu dan Budi Pekerti untuk SD Kelas III.pdf,1c-bPd7T2sfcB4wAHr7YZUMq-dG6j5KuE,https://drive.google.com/file/d/1c-bPd7T2sfcB4wAHr7YZUMq-dG6j5KuE/view?usp=drivesdk
guru_3_Buku Panduan Guru Pendidikan Agama Kristen dan Budi Pekerti untuk SD Kelas III.pdf,1kbH1lvzI54WHHwRL_KJChQTe5lTP-nMo,https://drive.google.com/file/d/1kbH1lvzI54WHHwRL_KJChQTe5lTP-nMo/view?usp=drivesdk
guru_3_Buku Panduan Guru Pendidikan Kepercayaan Terhadap Tuhan Yang Maha Esa dan Budi Pekerti untuk SD Kelas III.pdf,1c2ivqTTArzu59FHLB_TWJ43jB_O7I72l,https://drive.google.com/file/d/1c2ivqTTArzu59FHLB_TWJ43jB_O7I72l/view?usp=drivesdk
guru_3_Buku Panduan Guru Pendidikan Agama Katolik dan Budi Pekerti untuk SD Kelas III.pdf,1JQHaExeAuwooiWeIhJEw5wi9TaX5OxXW,https://drive.google.com/file/d/1JQHaExeAuwooiWeIhJEw5wi9TaX5OxXW/view?usp=drivesdk
guru_2_Buku Panduan Guru Matematika untuk SDMI Kelas II.pdf,1CmSrV97ijCkq-WIfZBkGsPHfKNVodJ46,https://drive.google.com/file/d/1CmSrV97ijCkq-WIfZBkGsPHfKNVodJ46/view?usp=drivesdk
guru_3_Buku Panduan Guru Pendidikan Agama Islam dan Budi Pekerti untuk SDMI Kelas III.pdf,1PaPMx_ww17ye49dg1NnFmQsj6Sw7PUcv,https://drive.google.com/file/d/1PaPMx_ww17ye49dg1NnFmQsj6Sw7PUcv/view?usp=drivesdk
guru_2_Panduan Guru Seni Teater untuk SDMI Kelas II (Edisi Revisi).pdf,1Qjf1tlsy164nkoT1C_o_j1U7l_R1UoSY,https://drive.google.com/file/d/1Qjf1tlsy164nkoT1C_o_j1U7l_R1UoSY/view?usp=drivesdk
guru_2_Panduan Guru Seni Tari untuk SDMI Kelas II (Edisi Revisi).pdf,1t9__O2-5fOzc9qyuVe7tQE5Ya3DAuL3v,https://drive.google.com/file/d/1t9__O2-5fOzc9qyuVe7tQE5Ya3DAuL3v/view?usp=drivesdk
guru_2_Panduan Guru Seni Rupa untuk SDMI Kelas II (Edisi Revisi).pdf,19wVUeGdtphbl1dWx_4qkO4M_X547967E,https://drive.google.com/file/d/19wVUeGdtphbl1dWx_4qkO4M_X547967E/view?usp=drivesdk
"guru_2_Panduan Guru Pendidikan Jasmani, Olahraga, dan Kesehatan untuk SDMI Kelas II.pdf",1TIrcOmhy11XIwmGDkZIJf6KwDJUwOF77,https://drive.google.com/file/d/1TIrcOmhy11XIwmGDkZIJf6KwDJUwOF77/view?usp=drivesdk
guru_2_Panduan Guru Seni Musik untuk SDMI Kelas II (Edisi Revisi).pdf,1KviVl7FwJIUjcPUs1wQH-t-YYerNAK2D,https://drive.google.com/file/d/1KviVl7FwJIUjcPUs1wQH-t-YYerNAK2D/view?usp=drivesdk
guru_2_Panduan Guru Pendidikan Pancasila untuk SDMI Kelas II.pdf,1sI7wQqSFnsG4jlzGANAgAkGF43wxG5a3,https://drive.google.com/file/d/1sI7wQqSFnsG4jlzGANAgAkGF43wxG5a3/view?usp=drivesdk
guru_1_Panduan Guru Seni Rupa untuk SDMI Kelas I (Edisi Revisi).pdf,1InBnC_bF0XgMNWA7w0y9KVOQGzrDJxb0,https://drive.google.com/file/d/1InBnC_bF0XgMNWA7w0y9KVOQGzrDJxb0/view?usp=drivesdk
guru_2_Panduan Guru Bahasa Indonesia Keluargaku Unik untuk SDMI Kelas II (Edisi Revisi).pdf,1tBMgs_7R6NksvY6xHmdYBHgGlD2nKex5,https://drive.google.com/file/d/1tBMgs_7R6NksvY6xHmdYBHgGlD2nKex5/view?usp=drivesdk
guru_2_Buku Panduan Guru Pendidikan Kepercayaan Terhadap Tuhan Yang Maha Esa dan Budi Pekerti untuk SD Kelas II.pdf,1OeXuvdPPHclDxxuGmAeY63phmXu9XT52,https://drive.google.com/file/d/1OeXuvdPPHclDxxuGmAeY63phmXu9XT52/view?usp=drivesdk
guru_2_Buku Panduan Guru Pendidikan Agama Khonghucu dan Budi Pekerti untuk SD Kelas II.pdf,1zhrqo0HfmsJm-RvNNEZz1an6UUkSciEH,https://drive.google.com/file/d/1zhrqo0HfmsJm-RvNNEZz1an6UUkSciEH/view?usp=drivesdk
guru_2_Buku Panduan Guru Pendidikan Agama Islam dan Budi Pekerti untuk SD Kelas II.pdf,1stq99Ckv5VdfHbEcBWUTGYDY6eTcvxUU,https://drive.google.com/file/d/1stq99Ckv5VdfHbEcBWUTGYDY6eTcvxUU/view?usp=drivesdk
guru_2_Buku Panduan Guru Pendidikan Agama Katolik dan Budi Pekerti untuk SD Kelas II.pdf,1JBSk_680FpN9zPVE3biFCvBQUbp__UTL,https://drive.google.com/file/d/1JBSk_680FpN9zPVE3biFCvBQUbp__UTL/view?usp=drivesdk
"guru_1_Panduan Guru Pendidikan Jasmani, Olahraga, dan Kesehatan untuk SDMI Kelas I.pdf",1vUV8GELuED5B0naYrfEbgrGE-NC_ZN-C,https://drive.google.com/file/d/1vUV8GELuED5B0naYrfEbgrGE-NC_ZN-C/view?usp=drivesdk
guru_2_Buku Panduan Guru Pendidikan Agama Hindu dan Budi Pekerti untuk SD Kelas II.pdf,1Xl5OU8dhXvbsK5B1D_0pgoOBdKTKGEfm,https://drive.google.com/file/d/1Xl5OU8dhXvbsK5B1D_0pgoOBdKTKGEfm/view?usp=drivesdk
guru_2_Buku Panduan Guru Pendidikan Agama Buddha dan Budi Pekerti untuk SD Kelas II.pdf,1iW5qJpGc7zyv1ef45BSXir4o9tsVmO96,https://drive.google.com/file/d/1iW5qJpGc7zyv1ef45BSXir4o9tsVmO96/view?usp=drivesdk
guru_1_Panduan Guru Seni Teater untuk SDMI Kelas I (Edisi Revisi).pdf,1HhRsQG-DXr5fknZMCgvRTl4rTQmQVwK5,https://drive.google.com/file/d/1HhRsQG-DXr5fknZMCgvRTl4rTQmQVwK5/view?usp=drivesdk
guru_1_Panduan Guru Seni Tari untuk SDMI Kelas I (Edisi Revisi).pdf,1aSi6LXY4ISy_1j32Uh7iHM26xPcR7yYO,https://drive.google.com/file/d/1aSi6LXY4ISy_1j32Uh7iHM26xPcR7yYO/view?usp=drivesdk
guru_1_Panduan Guru Bahasa Indonesia Aku Bisa! untuk SDMI Kelas I (Edisi Revisi).pdf,1Ui6O27zge2ZGEdwsLIuEGvrg8okuD4iX,https://drive.google.com/file/d/1Ui6O27zge2ZGEdwsLIuEGvrg8okuD4iX/view?usp=drivesdk
guru_1_Buku Panduan Guru Pendidikan Agama Kristen dan Budi Pekerti untuk SD Kelas I.pdf,1QovDhzQznbIRPN6mSUjVgGi76PjqK4jj,https://drive.google.com/file/d/1QovDhzQznbIRPN6mSUjVgGi76PjqK4jj/view?usp=drivesdk
guru_1_Panduan Guru Seni Musik untuk SDMI Kelas I (Edisi Revisi).pdf,1bIeBSEC1dLBJJX-kRs2UGjD5r5i7ED3t,https://drive.google.com/file/d/1bIeBSEC1dLBJJX-kRs2UGjD5r5i7ED3t/view?usp=drivesdk
guru_1_Buku Panduan Guru Pendidikan Agama Buddha dan Budi Pekerti untuk SD Kelas I.pdf,1Fka70RRhx7P-N3Tk6Bfp0ZK5ALg0BjC_,https://drive.google.com/file/d/1Fka70RRhx7P-N3Tk6Bfp0ZK5ALg0BjC_/view?usp=drivesdk
guru_1_Buku Panduan Guru Pendidikan Agama Konghucu dan Budi Pekerti untuk SD Kelas I.pdf,1BSfJ3QOV06d0oqFhnTE5j0petNENc1-v,https://drive.google.com/file/d/1BSfJ3QOV06d0oqFhnTE5j0petNENc1-v/view?usp=drivesdk
guru_1_Buku Panduan Guru Pendidikan Agama Hindu dan Budi Pekerti untuk SD Kelas I.pdf,1MzKTJChiVAVDJb5gsyM_xrdRD-Cc1qWu,https://drive.google.com/file/d/1MzKTJChiVAVDJb5gsyM_xrdRD-Cc1qWu/view?usp=drivesdk
guru_1_Buku Panduan Guru Pendidikan Agama Katolik dan Budi Pekerti untuk SD Kelas I.pdf,1ZWXzx6qo0JkXqpVqRKNCgbrI1xKL7G9M,https://drive.google.com/file/d/1ZWXzx6qo0JkXqpVqRKNCgbrI1xKL7G9M/view?usp=drivesdk
siswa_4_Bahasa Indonesia Lihat Sekitar untuk SDMI Kelas IV (Edisi Revisi).pdf,1IDv7Ot0m8q39B0F6DnM7n6FGiHMHD_GW,https://drive.google.com/file/d/1IDv7Ot0m8q39B0F6DnM7n6FGiHMHD_GW/view?usp=drivesdk
"siswa_3_Pendidikan Jasmani, Olahraga, dan Kesehatan untuk SDMI Kelas III.pdf",1E15NQPiK7p05kzKg2eeo1tykC-vG6R7-,https://drive.google.com/file/d/1E15NQPiK7p05kzKg2eeo1tykC-vG6R7-/view?usp=drivesdk
guru_6_Panduan Guru Seni Teater untuk SDMI Kelas VI (Edisi Revisi).pdf,15mAIpmcYysRyXrfJVK4L06AXdYjJLuh4,https://drive.google.com/file/d/15mAIpmcYysRyXrfJVK4L06AXdYjJLuh4/view?usp=drivesdk
guru_3_Panduan Guru Seni Teater untuk SDMI Kelas III (Edisi Revisi).pdf,1y0BXb84QFU2QQnZhe0II270lCEivltof,https://drive.google.com/file/d/1y0BXb84QFU2QQnZhe0II270lCEivltof/view?usp=drivesdk
guru_3_Panduan Guru Seni Rupa untuk SDMI Kelas III (Edisi Revisi).pdf,1Vl3p-xbVSjtiSiH_-YpnnuoA-AsRJBzi,https://drive.google.com/file/d/1Vl3p-xbVSjtiSiH_-YpnnuoA-AsRJBzi/view?usp=drivesdk
guru_6_Panduan Guru Seni Rupa untuk SDMI Kelas VI (Edisi Revisi).pdf,1cARYmsrSqZFZpVEYBcG6HBmMI3Io6X2C,https://drive.google.com/file/d/1cARYmsrSqZFZpVEYBcG6HBmMI3Io6X2C/view?usp=drivesdk
guru_5_Panduan Guru Bahasa Indonesia Bergerak Bersama untuk SDMI Kelas V (Edisi Revisi).pdf,1QYM2jRz8crmn5_vqVf_zDdXYA6_pva9x,https://drive.google.com/file/d/1QYM2jRz8crmn5_vqVf_zDdXYA6_pva9x/view?usp=drivesdk
siswa_5_Bahasa Indonesia Bergerak Bersama untuk SDMI Kelas V (Edisi Revisi).pdf,1WdHgC_npr_M2O5bRPmNCcGA-WVvjrgwF,https://drive.google.com/file/d/1WdHgC_npr_M2O5bRPmNCcGA-WVvjrgwF/view?usp=drivesdk
guru_6_Panduan Guru Pendidikan Pancasila untuk SDMI Kelas VI.pdf,1-GqU33P2dUts2HTYTwHpYg9zrEj9tEsv,https://drive.google.com/file/d/1-GqU33P2dUts2HTYTwHpYg9zrEj9tEsv/view?usp=drivesdk
guru_6_Buku Panduan Guru Pendidikan Agama Khonghucu dan Budi Pekerti untuk SD Kelas VI.pdf,1t4iizT2aclbB9mbYXxdHMHmLjHoCMqcz,https://drive.google.com/file/d/1t4iizT2aclbB9mbYXxdHMHmLjHoCMqcz/view?usp=drivesdk
guru_6_Buku Panduan Guru Pendidikan Agama Hindu dan Budi Pekerti untuk SD Kelas VI.pdf,1bMPXfNhVRU8or_7NNbs3BGfbTgKylkT_,https://drive.google.com/file/d/1bMPXfNhVRU8or_7NNbs3BGfbTgKylkT_/view?usp=drivesdk
guru_3_Buku Panduan Guru Seni Tari untuk SDMI Kelas III.pdf,1flQiPOWDQMEjC67R1rtCa2fAD4f8IOQq,https://drive.google.com/file/d/1flQiPOWDQMEjC67R1rtCa2fAD4f8IOQq/view?usp=drivesdk
guru_3_Buku Panduan Guru Pendidikan Agama Buddha dan Budi Pekerti untuk SD Kelas III.pdf,1RfIxPvY_C0XinwSCg9QWPM5vOM8196sl,https://drive.google.com/file/d/1RfIxPvY_C0XinwSCg9QWPM5vOM8196sl/view?usp=drivesdk
siswa_5_Pendidikan Agama Kristen dan Budi Pekerti untuk SD Kelas V.pdf,1-J0d6pEwHqf5O_eexcuvF-gyRQjxh1Cr,https://drive.google.com/file/d/1-J0d6pEwHqf5O_eexcuvF-gyRQjxh1Cr/view?usp=drivesdk
guru_5_Buku Panduan Guru Pendidikan Agama Kristen dan Budi Pekerti untuk SD Kelas V.pdf,11vDWdwHUuC2bJ2Ou9fALN0RmzMRgeF-7,https://drive.google.com/file/d/11vDWdwHUuC2bJ2Ou9fALN0RmzMRgeF-7/view?usp=drivesdk
guru_2_Buku Panduan Guru Pendidikan Agama Kristen dan Budi Pekerti untuk SD Kelas II.pdf,1j_qHiJrtc2sFSqOm9NQMXf1kOZsZegX5,https://drive.google.com/file/d/1j_qHiJrtc2sFSqOm9NQMXf1kOZsZegX5/view?usp=drivesdk
guru_5_Buku Panduan Guru Pendidikan Agama Islam dan Budi Pekerti untuk SD Kelas V.pdf,1hTFnryW-1MudvcR2OIvuBgWkLD0W70U2,https://drive.google.com/file/d/1hTFnryW-1MudvcR2OIvuBgWkLD0W70U2/view?usp=drivesdk
siswa_4_Pendidikan Agama Katolik dan Budi Pekerti untuk SD Kelas IV.pdf,1O-n_4MN4MkEJlHy0UoSk5oBOg5KXE-Px,https://drive.google.com/file/d/1O-n_4MN4MkEJlHy0UoSk5oBOg5KXE-Px/view?usp=drivesdk
siswa_1_Pendidikan Agama Islam dan Budi Pekerti untuk SD Kelas I.pdf,1SHQ8EmvLdqEUKaOYYtUUJkPHGTEiwzy4,https://drive.google.com/file/d/1SHQ8EmvLdqEUKaOYYtUUJkPHGTEiwzy4/view?usp=drivesdk
guru_4_Panduan Guru Bahasa Indonesia Lihat Sekitar untuk SDMI Kelas IV (Edisi Revisi).pdf,177gVy3wICqoiHF26dxs5qDIfhVEXDqZI,https://drive.google.com/file/d/177gVy3wICqoiHF26dxs5qDIfhVEXDqZI/view?usp=drivesdk
